Date,CPIAUCSL_PC1,UNRATE,ASPUS,GDP,Nonfarm business sector Labor productivity,Nonfarm business sector Real value-added output,Nonfarm business sector Hours worked,Nonfarm business sector Hourly compensation,Nonfarm business sector Real hourly compensation,Nonfarm business sector Unit labor costs,Nonfarm business sector Unit nonlabor payments,Nonfarm business sector Value-added output price deflator,Nonfarm business sector Employment,Nonfarm business sector Average weekly hours,Nonfarm business sector Labor share,Nonfarm business sector Labor compensation,Nonfarm business sector Value-added output,Nonfarm business sector Nonlabor payments,Nonfarm business sector Output per worker,Nonfarm business sector Consumer price deflator,Business sector Labor productivity,Business sector Real value-added output,Business sector Hours worked,Business sector Hourly compensation,Business sector Real hourly compensation,Business sector Unit labor costs,Business sector Unit nonlabor payments,Business sector Value-added output price deflator,Business sector Employment,Business sector Average weekly hours,Business sector Labor share,Business sector Labor compensation,Business sector Value-added output,Business sector Nonlabor payments,Business sector Output per worker,Business sector Consumer price deflator,Nonfinancial corporate sector Labor productivity,Nonfinancial corporate sector Real value-added output,Nonfinancial corporate sector Hours worked,Nonfinancial corporate sector Hourly compensation,Nonfinancial corporate sector Real hourly compensation,Nonfinancial corporate sector Unit labor costs,Nonfinancial corporate sector Unit nonlabor payments,Nonfinancial corporate sector Value-added output price deflator,Nonfinancial corporate sector Employment,Nonfinancial corporate sector Average weekly hours,Nonfinancial corporate sector Labor share,Nonfinancial corporate sector Labor compensation,Nonfinancial corporate sector Value-added output,Nonfinancial corporate sector Nonlabor payments,Nonfinancial corporate sector Output per worker,Nonfinancial corporate sector Consumer price deflator,Nonfinancial corporate sector Unit nonlabor costs,Nonfinancial corporate sector Unit combined input costs,Nonfinancial corporate sector Unit profits,Nonfinancial corporate sector Nonlabor costs,Nonfinancial corporate sector Profits,Manufacturing sector Labor productivity,Manufacturing sector Real sectoral output,Manufacturing sector Hours worked,Manufacturing sector Hourly compensation,Manufacturing sector Real hourly compensation,Manufacturing sector Unit labor costs,Manufacturing sector Employment,Manufacturing sector Average weekly hours,Manufacturing sector Labor compensation,Manufacturing sector Output per worker,Manufacturing sector Consumer price deflator,Durable manufacturing sector Labor productivity,Durable manufacturing sector Real sectoral output,Durable manufacturing sector Hours worked,Durable manufacturing sector Hourly compensation,Durable manufacturing sector Real hourly compensation,Durable manufacturing sector Unit labor costs,Durable manufacturing sector Employment,Durable manufacturing sector Average weekly hours,Durable manufacturing sector Labor compensation,Durable manufacturing sector Output per worker,Durable manufacturing sector Consumer price deflator,Nondurable manufacturing sector Labor productivity,Nondurable manufacturing sector Real sectoral output,Nondurable manufacturing sector Hours worked,Nondurable manufacturing sector Hourly compensation,Nondurable manufacturing sector Real hourly compensation,Nondurable manufacturing sector Unit labor costs,Nondurable manufacturing sector Employment,Nondurable manufacturing sector Average weekly hours,Nondurable manufacturing sector Labor compensation,Nondurable manufacturing sector Output per worker,Nondurable manufacturing sector Consumer price deflator
2022-05-01,8.9993,3.6,525100.0,25805.791,-3.3,-0.3,3.0,0.4,-8.8,3.8,19.1,10.3,3.3,-0.3,-5.9,3.4,10.0,18.7,-3.6,10.0,-3.1,-0.4,2.8,0.7,-8.5,3.9,20.1,10.9,3.0,-0.3,-6.3,3.5,10.4,19.6,-3.3,10.0,-1.3,1.9,3.2,1.6,-7.7,2.9,19.7,9.9,3.4,-0.2,-6.4,4.8,11.9,21.9,-1.5,10.0,9.3,4.9,38.1,11.4,40.6,0.8,2.7,1.9,2.2,-7.2,1.3,2.5,-0.6,4.1,0.2,10.0,2.4,5.4,3.0,2.7,-6.7,0.3,3.4,-0.4,5.8,1.9,10.0,-0.1,0.0,0.1,0.9,-8.4,0.9,1.0,-0.9,1.0,-1.0,10.0
2022-06-01,8.9993,3.6,525100.0,25805.791,-3.3,-0.3,3.0,0.4,-8.8,3.8,19.1,10.3,3.3,-0.3,-5.9,3.4,10.0,18.7,-3.6,10.0,-3.1,-0.4,2.8,0.7,-8.5,3.9,20.1,10.9,3.0,-0.3,-6.3,3.5,10.4,19.6,-3.3,10.0,-1.3,1.9,3.2,1.6,-7.7,2.9,19.7,9.9,3.4,-0.2,-6.4,4.8,11.9,21.9,-1.5,10.0,9.3,4.9,38.1,11.4,40.6,0.8,2.7,1.9,2.2,-7.2,1.3,2.5,-0.6,4.1,0.2,10.0,2.4,5.4,3.0,2.7,-6.7,0.3,3.4,-0.4,5.8,1.9,10.0,-0.1,0.0,0.1,0.9,-8.4,0.9,1.0,-0.9,1.0,-1.0,10.0
2022-07-01,8.20575,3.5,520300.0,26272.011,0.0,2.6,2.6,7.4,1.9,7.4,0.3,4.2,3.0,-0.4,3.1,10.2,6.9,2.9,-0.4,5.4,0.1,2.6,2.5,7.5,1.9,7.3,0.7,4.3,2.8,-0.3,2.9,10.1,7.0,3.3,-0.2,5.4,1.2,4.6,3.4,6.4,0.9,5.2,2.8,4.1,3.5,-0.1,1.0,10.0,8.9,7.5,1.1,5.4,0.2,3.5,6.9,4.7,11.8,-2.9,0.2,3.2,7.9,2.3,11.1,3.0,0.1,11.3,-2.7,5.4,-2.4,1.9,4.4,8.0,2.5,10.7,4.4,0.0,12.8,-2.4,5.4,-2.6,-1.4,1.2,7.3,1.8,10.1,0.9,0.3,8.6,-2.3,5.4
2022-08-01,8.20575,3.6,520300.0,26272.011,0.0,2.6,2.6,7.4,1.9,7.4,0.3,4.2,3.0,-0.4,3.1,10.2,6.9,2.9,-0.4,5.4,0.1,2.6,2.5,7.5,1.9,7.3,0.7,4.3,2.8,-0.3,2.9,10.1,7.0,3.3,-0.2,5.4,1.2,4.6,3.4,6.4,0.9,5.2,2.8,4.1,3.5,-0.1,1.0,10.0,8.9,7.5,1.1,5.4,0.2,3.5,6.9,4.7,11.8,-2.9,0.2,3.2,7.9,2.3,11.1,3.0,0.1,11.3,-2.7,5.4,-2.4,1.9,4.4,8.0,2.5,10.7,4.4,0.0,12.8,-2.4,5.4,-2.6,-1.4,1.2,7.3,1.8,10.1,0.9,0.3,8.6,-2.3,5.4
2022-09-01,8.20575,3.5,520300.0,26272.011,0.0,2.6,2.6,7.4,1.9,7.4,0.3,4.2,3.0,-0.4,3.1,10.2,6.9,2.9,-0.4,5.4,0.1,2.6,2.5,7.5,1.9,7.3,0.7,4.3,2.8,-0.3,2.9,10.1,7.0,3.3,-0.2,5.4,1.2,4.6,3.4,6.4,0.9,5.2,2.8,4.1,3.5,-0.1,1.0,10.0,8.9,7.5,1.1,5.4,0.2,3.5,6.9,4.7,11.8,-2.9,0.2,3.2,7.9,2.3,11.1,3.0,0.1,11.3,-2.7,5.4,-2.4,1.9,4.4,8.0,2.5,10.7,4.4,0.0,12.8,-2.4,5.4,-2.6,-1.4,1.2,7.3,1.8,10.1,0.9,0.3,8.6,-2.3,5.4
2022-10-01,6.41083,3.6,521000.0,26734.277,2.7,3.7,1.0,0.4,-3.5,-2.2,11.1,3.5,1.8,-0.8,-5.5,1.4,7.3,15.1,1.8,4.1,2.9,3.7,0.7,0.7,-3.3,-2.2,11.1,3.6,1.8,-1.1,-5.6,1.4,7.4,15.2,1.8,4.1,-2.1,-1.4,0.7,0.0,-3.9,2.2,2.5,2.3,2.3,-1.5,-0.1,0.7,0.9,1.0,-3.6,4.1,1.7,2.0,3.7,0.2,2.2,-3.4,-3.2,0.2,-0.1,-4.0,3.4,2.9,-2.6,0.1,-5.9,4.1,-3.7,-2.4,1.4,-1.9,-5.8,1.9,4.2,-2.8,-0.6,-6.4,4.1,-2.3,-4.0,-1.7,3.2,-0.9,5.6,0.6,-2.3,1.4,-4.6,4.1
2022-11-01,6.41083,3.6,521000.0,26734.277,2.7,3.7,1.0,0.4,-3.5,-2.2,11.1,3.5,1.8,-0.8,-5.5,1.4,7.3,15.1,1.8,4.1,2.9,3.7,0.7,0.7,-3.3,-2.2,11.1,3.6,1.8,-1.1,-5.6,1.4,7.4,15.2,1.8,4.1,-2.1,-1.4,0.7,0.0,-3.9,2.2,2.5,2.3,2.3,-1.5,-0.1,0.7,0.9,1.0,-3.6,4.1,1.7,2.0,3.7,0.2,2.2,-3.4,-3.2,0.2,-0.1,-4.0,3.4,2.9,-2.6,0.1,-5.9,4.1,-3.7,-2.4,1.4,-1.9,-5.8,1.9,4.2,-2.8,-0.6,-6.4,4.1,-2.3,-4.0,-1.7,3.2,-0.9,5.6,0.6,-2.3,1.4,-4.6,4.1
2022-12-01,6.41083,3.5,521000.0,26734.277,2.7,3.7,1.0,0.4,-3.5,-2.2,11.1,3.5,1.8,-0.8,-5.5,1.4,7.3,15.1,1.8,4.1,2.9,3.7,0.7,0.7,-3.3,-2.2,11.1,3.6,1.8,-1.1,-5.6,1.4,7.4,15.2,1.8,4.1,-2.1,-1.4,0.7,0.0,-3.9,2.2,2.5,2.3,2.3,-1.5,-0.1,0.7,0.9,1.0,-3.6,4.1,1.7,2.0,3.7,0.2,2.2,-3.4,-3.2,0.2,-0.1,-4.0,3.4,2.9,-2.6,0.1,-5.9,4.1,-3.7,-2.4,1.4,-1.9,-5.8,1.9,4.2,-2.8,-0.6,-6.4,4.1,-2.3,-4.0,-1.7,3.2,-0.9,5.6,0.6,-2.3,1.4,-4.6,4.1
2023-01-01,4.93135,3.5,505300.0,27164.359,0.7,2.5,1.8,3.7,0.1,3.0,5.2,4.0,2.1,-0.3,-0.9,5.6,6.6,7.8,0.4,3.7,0.7,2.5,1.8,3.8,0.1,3.1,4.4,3.7,1.9,-0.1,-0.6,5.6,6.2,7.0,0.6,3.7,-2.9,-0.6,2.4,5.7,2.0,8.9,-1.6,4.2,1.7,0.7,4.5,8.2,3.6,-2.2,-2.3,3.7,-1.5,5.5,-1.6,-2.2,-2.2,0.2,0.5,0.3,3.1,-0.5,2.9,0.2,0.1,3.4,0.3,3.7,-1.9,-0.4,1.6,3.3,-0.4,5.2,1.0,0.6,4.9,-1.3,3.7,3.2,1.3,-1.8,2.5,-1.1,-0.6,-1.2,-0.6,0.7,2.6,3.7
2023-02-01,4.93135,3.6,505300.0,27164.359,0.7,2.5,1.8,3.7,0.1,3.0,5.2,4.0,2.1,-0.3,-0.9,5.6,6.6,7.8,0.4,3.7,0.7,2.5,1.8,3.8,0.1,3.1,4.4,3.7,1.9,-0.1,-0.6,5.6,6.2,7.0,0.6,3.7,-2.9,-0.6,2.4,5.7,2.0,8.9,-1.6,4.2,1.7,0.7,4.5,8.2,3.6,-2.2,-2.3,3.7,-1.5,5.5,-1.6,-2.2,-2.2,0.2,0.5,0.3,3.1,-0.5,2.9,0.2,0.1,3.4,0.3,3.7,-1.9,-0.4,1.6,3.3,-0.4,5.2,1.0,0.6,4.9,-1.3,3.7,3.2,1.3,-1.8,2.5,-1.1,-0.6,-1.2,-0.6,0.7,2.6,3.7
2023-03-01,4.93135,3.5,505300.0,27164.359,0.7,2.5,1.8,3.7,0.1,3.0,5.2,4.0,2.1,-0.3,-0.9,5.6,6.6,7.8,0.4,3.7,0.7,2.5,1.8,3.8,0.1,3.1,4.4,3.7,1.9,-0.1,-0.6,5.6,6.2,7.0,0.6,3.7,-2.9,-0.6,2.4,5.7,2.0,8.9,-1.6,4.2,1.7,0.7,4.5,8.2,3.6,-2.2,-2.3,3.7,-1.5,5.5,-1.6,-2.2,-2.2,0.2,0.5,0.3,3.1,-0.5,2.9,0.2,0.1,3.4,0.3,3.7,-1.9,-0.4,1.6,3.3,-0.4,5.2,1.0,0.6,4.9,-1.3,3.7,3.2,1.3,-1.8,2.5,-1.1,-0.6,-1.2,-0.6,0.7,2.6,3.7
2023-04-01,3.05925,3.4,503000.0,27453.815,3.4,2.4,-1.0,6.5,3.5,3.1,0.6,1.9,0.4,-1.3,1.1,5.5,4.4,3.0,2.0,3.0,3.3,2.5,-0.7,6.1,3.0,2.7,-0.3,1.3,0.6,-1.2,1.4,5.4,3.9,2.2,2.0,3.0,3.3,2.5,-0.7,6.1,3.0,2.7,0.9,1.9,1.1,-1.8,0.8,5.3,4.5,3.4,1.4,3.0,-2.5,1.1,6.0,0.0,8.7,3.8,0.3,-3.4,10.0,6.8,5.9,-1.1,-2.4,6.2,1.3,3.0,6.2,1.8,-4.2,12.5,9.3,6.0,-2.1,-2.1,7.9,3.9,3.0,1.0,-1.2,-2.2,5.3,2.3,4.3,0.7,-2.9,3.0,-1.9,3.0
2023-05-01,3.05925,3.6,503000.0,27453.815,3.4,2.4,-1.0,6.5,3.5,3.1,0.6,1.9,0.4,-1.3,1.1,5.5,4.4,3.0,2.0,3.0,3.3,2.5,-0.7,6.1,3.0,2.7,-0.3,1.3,0.6,-1.2,1.4,5.4,3.9,2.2,2.0,3.0,3.3,2.5,-0.7,6.1,3.0,2.7,0.9,1.9,1.1,-1.8,0.8,5.3,4.5,3.4,1.4,3.0,-2.5,1.1,6.0,0.0,8.7,3.8,0.3,-3.4,10.0,6.8,5.9,-1.1,-2.4,6.2,1.3,3.0,6.2,1.8,-4.2,12.5,9.3,6.0,-2.1,-2.1,7.9,3.9,3.0,1.0,-1.2,-2.2,5.3,2.3,4.3,0.7,-2.9,3.0,-1.9,3.0
2023-06-01,3.05925,3.6,503000.0,27453.815,3.4,2.4,-1.0,6.5,3.5,3.1,0.6,1.9,0.4,-1.3,1.1,5.5,4.4,3.0,2.0,3.0,3.3,2.5,-0.7,6.1,3.0,2.7,-0.3,1.3,0.6,-1.2,1.4,5.4,3.9,2.2,2.0,3.0,3.3,2.5,-0.7,6.1,3.0,2.7,0.9,1.9,1.1,-1.8,0.8,5.3,4.5,3.4,1.4,3.0,-2.5,1.1,6.0,0.0,8.7,3.8,0.3,-3.4,10.0,6.8,5.9,-1.1,-2.4,6.2,1.3,3.0,6.2,1.8,-4.2,12.5,9.3,6.0,-2.1,-2.1,7.9,3.9,3.0,1.0,-1.2,-2.2,5.3,2.3,4.3,0.7,-2.9,3.0,-1.9,3.0
2023-07-01,3.69508,3.5,521900.0,27967.697,4.7,5.0,0.3,5.8,2.2,1.0,5.4,3.0,0.8,-0.6,-1.9,6.1,8.1,10.7,4.1,3.5,4.7,4.9,0.2,5.9,2.3,1.2,4.8,2.8,0.8,-0.6,-1.6,6.1,7.8,10.0,4.0,3.5,2.9,2.9,0.0,5.0,1.4,2.0,5.6,3.5,0.6,-0.6,-1.5,5.0,6.6,8.7,2.3,3.5,-1.6,0.9,16.9,1.3,20.4,-0.5,-0.4,0.1,6.7,3.1,7.2,0.3,-0.2,6.8,-0.7,3.5,-2.3,-0.1,2.3,5.8,2.2,8.2,1.0,1.2,8.2,-1.1,3.5,2.7,-0.7,-3.4,7.8,4.2,4.9,-0.9,-2.5,4.2,0.2,3.5
2023-08-01,3.69508,3.7,521900.0,27967.697,4.7,5.0,0.3,5.8,2.2,1.0,5.4,3.0,0.8,-0.6,-1.9,6.1,8.1,10.7,4.1,3.5,4.7,4.9,0.2,5.9,2.3,1.2,4.8,2.8,0.8,-0.6,-1.6,6.1,7.8,10.0,4.0,3.5,2.9,2.9,0.0,5.0,1.4,2.0,5.6,3.5,0.6,-0.6,-1.5,5.0,6.6,8.7,2.3,3.5,-1.6,0.9,16.9,1.3,20.4,-0.5,-0.4,0.1,6.7,3.1,7.2,0.3,-0.2,6.8,-0.7,3.5,-2.3,-0.1,2.3,5.8,2.2,8.2,1.0,1.2,8.2,-1.1,3.5,2.7,-0.7,-3.4,7.8,4.2,4.9,-0.9,-2.5,4.2,0.2,3.5
2023-09-01,3.69508,3.8,521900.0,27967.697,4.7,5.0,0.3,5.8,2.2,1.0,5.4,3.0,0.8,-0.6,-1.9,6.1,8.1,10.7,4.1,3.5,4.7,4.9,0.2,5.9,2.3,1.2,4.8,2.8,0.8,-0.6,-1.6,6.1,7.8,10.0,4.0,3.5,2.9,2.9,0.0,5.0,1.4,2.0,5.6,3.5,0.6,-0.6,-1.5,5.0,6.6,8.7,2.3,3.5,-1.6,0.9,16.9,1.3,20.4,-0.5,-0.4,0.1,6.7,3.1,7.2,0.3,-0.2,6.8,-0.7,3.5,-2.3,-0.1,2.3,5.8,2.2,8.2,1.0,1.2,8.2,-1.1,3.5,2.7,-0.7,-3.4,7.8,4.2,4.9,-0.9,-2.5,4.2,0.2,3.5
2023-10-01,3.3222,3.9,498300.0,28296.967,3.5,3.4,-0.1,4.7,1.9,1.2,1.3,1.3,0.9,-1.0,-0.1,4.6,4.7,4.8,2.4,2.8,3.6,3.4,-0.2,4.8,2.0,1.2,0.3,0.8,0.7,-0.9,0.4,4.7,4.2,3.7,2.7,2.8,6.3,6.0,-0.3,4.6,1.7,-1.6,5.2,1.3,0.6,-0.8,-2.9,4.3,7.4,11.5,5.4,2.8,-2.0,-1.7,15.9,3.9,22.9,1.6,-1.4,-2.9,6.3,3.4,4.6,-1.4,-1.5,3.2,0.1,2.8,-0.1,-3.0,-2.9,8.4,5.4,8.5,-0.6,-2.3,5.2,-2.4,2.8,3.4,0.3,-2.9,2.2,-0.6,-1.1,-2.9,0.0,-0.8,3.4,2.8
2023-11-01,3.3222,3.7,498300.0,28296.967,3.5,3.4,-0.1,4.7,1.9,1.2,1.3,1.3,0.9,-1.0,-0.1,4.6,4.7,4.8,2.4,2.8,3.6,3.4,-0.2,4.8,2.0,1.2,0.3,0.8,0.7,-0.9,0.4,4.7,4.2,3.7,2.7,2.8,6.3,6.0,-0.3,4.6,1.7,-1.6,5.2,1.3,0.6,-0.8,-2.9,4.3,7.4,11.5,5.4,2.8,-2.0,-1.7,15.9,3.9,22.9,1.6,-1.4,-2.9,6.3,3.4,4.6,-1.4,-1.5,3.2,0.1,2.8,-0.1,-3.0,-2.9,8.4,5.4,8.5,-0.6,-2.3,5.2,-2.4,2.8,3.4,0.3,-2.9,2.2,-0.6,-1.1,-2.9,0.0,-0.8,3.4,2.8
2023-12-01,3.3222,3.8,498300.0,28296.967,3.5,3.4,-0.1,4.7,1.9,1.2,1.3,1.3,0.9,-1.0,-0.1,4.6,4.7,4.8,2.4,2.8,3.6,3.4,-0.2,4.8,2.0,1.2,0.3,0.8,0.7,-0.9,0.4,4.7,4.2,3.7,2.7,2.8,6.3,6.0,-0.3,4.6,1.7,-1.6,5.2,1.3,0.6,-0.8,-2.9,4.3,7.4,11.5,5.4,2.8,-2.0,-1.7,15.9,3.9,22.9,1.6,-1.4,-2.9,6.3,3.4,4.6,-1.4,-1.5,3.2,0.1,2.8,-0.1,-3.0,-2.9,8.4,5.4,8.5,-0.6,-2.3,5.2,-2.4,2.8,3.4,0.3,-2.9,2.2,-0.6,-1.1,-2.9,0.0,-0.8,3.4,2.8
2024-01-01,3.469,3.7,519700.0,28624.069,1.6,1.3,-0.3,10.1,6.1,8.3,-4.1,2.6,1.1,-1.4,5.6,9.8,3.9,-2.8,0.2,3.7,1.7,1.4,-0.3,10.0,6.1,8.2,-4.5,2.2,1.2,-1.5,5.8,9.7,3.6,-3.2,0.2,3.7,6.5,6.4,-0.1,12.4,8.4,5.5,-6.8,0.0,1.0,-1.0,5.6,12.3,6.4,-0.9,5.4,3.7,6.0,5.7,-22.2,12.7,-17.2,-0.2,-0.9,-0.7,6.8,2.9,7.0,-0.8,0.1,6.0,-0.1,3.7,2.3,0.0,-2.3,9.6,5.7,7.1,-2.0,-0.3,7.1,2.0,3.7,-3.7,-1.7,2.0,1.9,-1.7,5.8,1.2,0.8,4.0,-2.9,3.7
2024-02-01,3.469,3.9,519700.0,28624.069,1.6,1.3,-0.3,10.1,6.1,8.3,-4.1,2.6,1.1,-1.4,5.6,9.8,3.9,-2.8,0.2,3.7,1.7,1.4,-0.3,10.0,6.1,8.2,-4.5,2.2,1.2,-1.5,5.8,9.7,3.6,-3.2,0.2,3.7,6.5,6.4,-0.1,12.4,8.4,5.5,-6.8,0.0,1.0,-1.0,5.6,12.3,6.4,-0.9,5.4,3.7,6.0,5.7,-22.2,12.7,-17.2,-0.2,-0.9,-0.7,6.8,2.9,7.0,-0.8,0.1,6.0,-0.1,3.7,2.3,0.0,-2.3,9.6,5.7,7.1,-2.0,-0.3,7.1,2.0,3.7,-3.7,-1.7,2.0,1.9,-1.7,5.8,1.2,0.8,4.0,-2.9,3.7
2024-03-01,3.469,3.9,519700.0,28624.069,1.6,1.3,-0.3,10.1,6.1,8.3,-4.1,2.6,1.1,-1.4,5.6,9.8,3.9,-2.8,0.2,3.7,1.7,1.4,-0.3,10.0,6.1,8.2,-4.5,2.2,1.2,-1.5,5.8,9.7,3.6,-3.2,0.2,3.7,6.5,6.4,-0.1,12.4,8.4,5.5,-6.8,0.0,1.0,-1.0,5.6,12.3,6.4,-0.9,5.4,3.7,6.0,5.7,-22.2,12.7,-17.2,-0.2,-0.9,-0.7,6.8,2.9,7.0,-0.8,0.1,6.0,-0.1,3.7,2.3,0.0,-2.3,9.6,5.7,7.1,-2.0,-0.3,7.1,2.0,3.7,-3.7,-1.7,2.0,1.9,-1.7,5.8,1.2,0.8,4.0,-2.9,3.7
2024-04-01,2.97009,3.9,502200.0,29016.714,2.1,3.0,1.0,1.1,-1.6,-0.9,6.4,2.3,0.6,0.3,-3.2,2.1,5.4,9.7,2.4,2.7,2.3,3.3,1.0,1.1,-1.6,-1.1,6.4,2.2,0.7,0.3,-3.3,2.1,5.5,9.9,2.5,2.7,1.1,2.5,1.4,0.8,-1.8,-0.2,3.6,1.4,1.0,0.4,-1.6,2.2,3.9,6.2,1.5,2.7,-3.7,-1.3,15.1,-1.3,17.9,0.5,1.4,0.9,-5.2,-7.8,-5.7,-0.9,1.8,-4.4,2.3,2.7,-0.5,0.3,0.8,-8.4,-10.9,-8.0,-1.0,1.8,-7.7,1.3,2.7,1.5,2.6,1.1,1.4,-1.3,-0.1,-0.6,1.7,2.5,3.2,2.7
2024-05-01,2.97009,4.0,502200.0,29016.714,2.1,3.0,1.0,1.1,-1.6,-0.9,6.4,2.3,0.6,0.3,-3.2,2.1,5.4,9.7,2.4,2.7,2.3,3.3,1.0,1.1,-1.6,-1.1,6.4,2.2,0.7,0.3,-3.3,2.1,5.5,9.9,2.5,2.7,1.1,2.5,1.4,0.8,-1.8,-0.2,3.6,1.4,1.0,0.4,-1.6,2.2,3.9,6.2,1.5,2.7,-3.7,-1.3,15.1,-1.3,17.9,0.5,1.4,0.9,-5.2,-7.8,-5.7,-0.9,1.8,-4.4,2.3,2.7,-0.5,0.3,0.8,-8.4,-10.9,-8.0,-1.0,1.8,-7.7,1.3,2.7,1.5,2.6,1.1,1.4,-1.3,-0.1,-0.6,1.7,2.5,3.2,2.7
2024-06-01,2.97009,4.1,502200.0,29016.714,2.1,3.0,1.0,1.1,-1.6,-0.9,6.4,2.3,0.6,0.3,-3.2,2.1,5.4,9.7,2.4,2.7,2.3,3.3,1.0,1.1,-1.6,-1.1,6.4,2.2,0.7,0.3,-3.3,2.1,5.5,9.9,2.5,2.7,1.1,2.5,1.4,0.8,-1.8,-0.2,3.6,1.4,1.0,0.4,-1.6,2.2,3.9,6.2,1.5,2.7,-3.7,-1.3,15.1,-1.3,17.9,0.5,1.4,0.9,-5.2,-7.8,-5.7,-0.9,1.8,-4.4,2.3,2.7,-0.5,0.3,0.8,-8.4,-10.9,-8.0,-1.0,1.8,-7.7,1.3,2.7,1.5,2.6,1.1,1.4,-1.3,-0.1,-0.6,1.7,2.5,3.2,2.7
2024-07-01,2.43254,4.2,498700.0,29374.914,2.9,3.6,0.7,1.3,-0.1,-1.5,4.4,1.1,1.0,-0.3,-2.6,2.1,4.8,8.2,2.6,1.4,2.4,3.5,1.1,0.9,-0.5,-1.4,4.8,1.4,1.1,0.0,-2.8,2.0,4.9,8.5,2.4,1.4,2.5,2.9,0.4,1.3,-0.1,-1.2,2.2,0.3,0.5,-0.1,-1.4,1.7,3.2,5.2,2.4,1.4,3.2,0.2,0.8,6.2,3.7,0.7,-0.7,-1.4,4.2,2.7,3.4,0.3,-1.7,2.7,-0.9,1.4,0.5,-3.1,-3.6,6.1,4.7,5.6,-2.0,-1.6,2.3,-1.1,1.4,-0.6,1.9,2.4,1.1,-0.3,1.6,4.1,-1.6,3.5,-2.1,1.4
2024-08-01,2.43254,4.2,498700.0,29374.914,2.9,3.6,0.7,1.3,-0.1,-1.5,4.4,1.1,1.0,-0.3,-2.6,2.1,4.8,8.2,2.6,1.4,2.4,3.5,1.1,0.9,-0.5,-1.4,4.8,1.4,1.1,0.0,-2.8,2.0,4.9,8.5,2.4,1.4,2.5,2.9,0.4,1.3,-0.1,-1.2,2.2,0.3,0.5,-0.1,-1.4,1.7,3.2,5.2,2.4,1.4,3.2,0.2,0.8,6.2,3.7,0.7,-0.7,-1.4,4.2,2.7,3.4,0.3,-1.7,2.7,-0.9,1.4,0.5,-3.1,-3.6,6.1,4.7,5.6,-2.0,-1.6,2.3,-1.1,1.4,-0.6,1.9,2.4,1.1,-0.3,1.6,4.1,-1.6,3.5,-2.1,1.4
2024-09-01,2.43254,4.1,498700.0,29374.914,2.9,3.6,0.7,1.3,-0.1,-1.5,4.4,1.1,1.0,-0.3,-2.6,2.1,4.8,8.2,2.6,1.4,2.4,3.5,1.1,0.9,-0.5,-1.4,4.8,1.4,1.1,0.0,-2.8,2.0,4.9,8.5,2.4,1.4,2.5,2.9,0.4,1.3,-0.1,-1.2,2.2,0.3,0.5,-0.1,-1.4,1.7,3.2,5.2,2.4,1.4,3.2,0.2,0.8,6.2,3.7,0.7,-0.7,-1.4,4.2,2.7,3.4,0.3,-1.7,2.7,-0.9,1.4,0.5,-3.1,-3.6,6.1,4.7,5.6,-2.0,-1.6,2.3,-1.1,1.4,-0.6,1.9,2.4,1.1,-0.3,1.6,4.1,-1.6,3.5,-2.1,1.4
2024-10-01,2.87237,4.1,510900.0,29723.864,1.7,2.5,0.8,5.5,2.4,3.8,-0.5,1.8,0.3,0.5,1.9,6.4,4.4,2.0,2.2,3.1,2.2,2.5,0.3,6.1,2.9,3.8,-0.2,2.0,0.0,0.3,1.8,6.4,4.6,2.3,2.5,3.1,5.9,6.4,0.4,6.3,3.1,0.3,0.8,0.5,0.7,-0.3,-0.2,6.7,7.0,7.3,5.7,3.1,0.3,0.3,1.6,6.7,8.1,0.1,-1.4,-1.6,2.1,-0.9,2.0,-1.6,0.1,0.5,0.2,3.1,-1.7,-3.7,-2.0,1.2,-1.8,3.0,-2.1,0.1,-0.8,-1.6,3.1,1.8,0.9,-0.9,4.0,0.9,2.2,-0.9,0.0,3.1,1.8,3.1
2024-11-01,2.87237,4.2,510900.0,29723.864,1.7,2.5,0.8,5.5,2.4,3.8,-0.5,1.8,0.3,0.5,1.9,6.4,4.4,2.0,2.2,3.1,2.2,2.5,0.3,6.1,2.9,3.8,-0.2,2.0,0.0,0.3,1.8,6.4,4.6,2.3,2.5,3.1,5.9,6.4,0.4,6.3,3.1,0.3,0.8,0.5,0.7,-0.3,-0.2,6.7,7.0,7.3,5.7,3.1,0.3,0.3,1.6,6.7,8.1,0.1,-1.4,-1.6,2.1,-0.9,2.0,-1.6,0.1,0.5,0.2,3.1,-1.7,-3.7,-2.0,1.2,-1.8,3.0,-2.1,0.1,-0.8,-1.6,3.1,1.8,0.9,-0.9,4.0,0.9,2.2,-0.9,0.0,3.1,1.8,3.1
2024-12-01,2.87237,4.1,510900.0,29723.864,1.7,2.5,0.8,5.5,2.4,3.8,-0.5,1.8,0.3,0.5,1.9,6.4,4.4,2.0,2.2,3.1,2.2,2.5,0.3,6.1,2.9,3.8,-0.2,2.0,0.0,0.3,1.8,6.4,4.6,2.3,2.5,3.1,5.9,6.4,0.4,6.3,3.1,0.3,0.8,0.5,0.7,-0.3,-0.2,6.7,7.0,7.3,5.7,3.1,0.3,0.3,1.6,6.7,8.1,0.1,-1.4,-1.6,2.1,-0.9,2.0,-1.6,0.1,0.5,0.2,3.1,-1.7,-3.7,-2.0,1.2,-1.8,3.0,-2.1,0.1,-0.8,-1.6,3.1,1.8,0.9,-0.9,4.0,0.9,2.2,-0.9,0.0,3.1,1.8,3.1
